date,h,model_fun,point_forecast
2020-07-01,4,arima_fun,0.011183964412040556
2020-07-01,4,arima101_101_fun,0.014643682099574694
2020-07-01,4,ets_fun,0.01614568154760772
2020-07-01,4,tbats_fun,0.00961789426654422
2019-10-01,1,arima_fun,0.015623585238556803
2019-10-01,1,arima101_101_fun,0.01608679332447152
2019-10-01,1,ets_fun,0.01614568154760772
2019-10-01,1,tbats_fun,0.01359101768254215
2020-01-01,2,arima_fun,0.013976091210144256
2020-01-01,2,arima101_101_fun,0.02198670587975079
2020-01-01,2,ets_fun,0.01614568154760772
2020-01-01,2,tbats_fun,0.011962753318740313
2020-04-01,3,arima_fun,0.012502324052498646
2020-04-01,3,arima101_101_fun,0.017208820984815715
2020-04-01,3,ets_fun,0.01614568154760772
2020-04-01,3,tbats_fun,0.010660080917682332
