h,model_fun,mae
1,arima101_101_fun,0.1369758149993825
1,tbats_fun,0.16220098708110023
1,arima_fun,0.17603064545707076
1,ets_fun,0.21648527749517138
2,tbats_fun,0.18462701035202436
2,arima101_101_fun,0.19926080167293267
2,arima_fun,0.2570582990532333
2,ets_fun,0.31701809113701457
3,tbats_fun,0.18556882672421177
3,arima101_101_fun,0.21822699774566065
3,arima_fun,0.305159924378642
3,ets_fun,0.3983990853153517
4,tbats_fun,0.1667490700079167
4,arima101_101_fun,0.22402851459197773
4,arima_fun,0.3155789746929685
4,ets_fun,0.4036357952986018
5,tbats_fun,0.14873247732072956
5,arima101_101_fun,0.23761389139975925
5,arima_fun,0.28915494954302584
5,ets_fun,0.38068570414666014
6,tbats_fun,0.19160317405717595
6,arima101_101_fun,0.23192860912670565
6,arima_fun,0.24618469762405337
6,ets_fun,0.35255007257864324
