h,model_fun,mae
1,ets_fun,2.841530413705115
1,tbats_fun,3.047196368667652
1,arima101_010_fun,3.365633459316016
1,arima_fun,3.3970833433160785
2,ets_fun,2.969516027462322
2,arima101_010_fun,2.9967513426406867
2,arima_fun,3.1497309112802223
2,tbats_fun,3.2691078824850752
3,ets_fun,2.8615279427546523
3,arima101_010_fun,2.89811504116077
3,tbats_fun,2.9553262420241557
3,arima_fun,3.1031764398111203
4,ets_fun,2.858472361648286
4,arima101_010_fun,3.0333272695284044
4,arima_fun,3.2339515643999355
4,tbats_fun,3.2577071572051723
5,ets_fun,2.8997610767684003
5,arima101_010_fun,3.0635466706913177
5,tbats_fun,3.0710352011870174
5,arima_fun,3.3001551628834176
6,tbats_fun,2.8095474655117147
6,ets_fun,2.820675460096597
6,arima101_010_fun,3.0568713248112913
6,arima_fun,3.33697411718919
