h,model_fun,mae
1,arima101_101_fun,0.18054128730213392
1,arima_fun,0.19253619560725138
1,tbats_fun,0.20393170520467563
1,ets_fun,0.20410184616992016
2,ets_fun,0.22946653501772057
2,arima101_101_fun,0.24050292480009716
2,arima_fun,0.24555745089641395
2,tbats_fun,0.2600906573549836
3,ets_fun,0.20265059282913866
3,arima_fun,0.213871037694863
3,tbats_fun,0.22372919146937853
3,arima101_101_fun,0.23835404725894294
4,tbats_fun,0.21248581977595557
4,ets_fun,0.2173396026276921
4,arima101_101_fun,0.2307239903905261
4,arima_fun,0.2509296125233962
5,ets_fun,0.2185995246000059
5,arima101_101_fun,0.24211760493355922
5,tbats_fun,0.2605812309553027
5,arima_fun,0.2661707954707158
6,ets_fun,0.2049647482423312
6,arima101_101_fun,0.2469826168330989
6,tbats_fun,0.25130907356604837
6,arima_fun,0.27439192029172593
