date,h,model_fun,point_forecast
2020-04-01,4,arima_fun,101.71115128749709
2020-04-01,4,arima101_010_fun,99.4148781439771
2020-04-01,4,ets_fun,100.59999001725994
2020-04-01,4,tbats_fun,99.105548262747
2019-07-01,1,arima_fun,100.87491498130389
2019-07-01,1,arima101_010_fun,102.86034826339596
2019-07-01,1,ets_fun,100.59999001725994
2019-07-01,1,tbats_fun,100.3267311312742
2019-10-01,2,arima_fun,101.19021042114883
2019-10-01,2,arima101_010_fun,100.44211613481744
2019-10-01,2,ets_fun,100.59999001725994
2019-10-01,2,tbats_fun,99.82624640339098
2020-01-01,3,arima_fun,101.4780332788758
2020-01-01,3,arima101_010_fun,98.79328037211911
2020-01-01,3,ets_fun,100.59999001725994
2020-01-01,3,tbats_fun,99.4258585701259
